brand_id,avg_rating
1,4.573529412
1,4.486486486
2,0
2,0
2,0
3,4.611111111
3,0
3,4.8
3,0
3,0
3,0
3,0
3,4.333333333
3,0
3,0
3,0
3,0
3,4.387755102
3,0
3,0
3,0
3,0
3,0
3,5
3,0
3,0
3,0
3,0
3,4.714285714
3,0
3,0
3,0
3,0
3,0
3,3.8
3,0
3,0
3,0
3,0
3,4.443113772
3,0
3,0
3,0
3,0
3,0
3,0
3,0
3,0
4,0
4,0
5,0
5,0
6,0
6,0
6,0
7,4.405844156
7,4.457831325
7,4.424242424
7,0
7,0
7,0
7,0
7,0
7,4.333333333
7,0
7,3.571428571
8,3.375
9,0
10,4.144444444
10,3.883333333
10,0
10,0
10,0
10,0
10,0
10,4.214285714
10,2.833333333
10,0
10,4.181818182
10,3.964285714
10,0
11,0
12,0
12,0
13,4.473684211
13,4.5
13,0
14,0
14,0
15,0
15,0
16,0
16,0
16,0
16,4.140151515
16,4
16,0
16,0
16,4.606557377
16,4.52173913
16,0
16,0
16,4.523809524
16,4.048780488
16,0
16,0
16,0
16,0
16,0
16,4
16,0
16,0
16,0
16,0
16,0
16,0
17,0
17,0
17,0
17,4
17,4.8
17,0
18,3.571428571
18,3.615384615
19,4.109164897
19,3.95
19,3.384615385
19,4.071428571
19,3.411764706
20,4.020356234
21,0
21,0
21,0
21,0
21,0
21,4.5
21,0
21,0
21,3.866666667
21,0
21,4.5
22,3.421052632
22,0
22,4.084070796
22,4.375
22,4.658536585
23,0
23,0
23,0
23,0
24,0
24,3.928571429
24,4.578947368
24,4.6
24,0
24,0
25,0
25,0
25,0
25,0
25,0
25,0
25,0
25,4.170542636
25,0
25,4.7
25,3.6
25,4
25,4.555555556
25,0
25,0
25,4.363636364
25,0
25,0
25,0
25,4.666666667
25,0
25,4.452054795
25,4.333333333
25,3.125
25,0
25,0
25,4.157894737
25,4.769230769
25,3.4
25,4.198380567
25,4.6
25,0
25,0
25,0
25,0
26,0
27,4.239583333
27,4.833333333
27,4.461538462
28,0
29,0
29,0
29,4.384615385
30,0
31,0
32,3.75
32,3.85
32,0
33,0
33,0
34,0
34,0
34,4
34,0
34,0
35,0
35,0
35,0
35,0
36,4.6
36,0
36,0
36,0
36,0
36,0
36,4.8
36,0
36,0
36,5
36,0
36,0
36,0
36,0
36,0
36,0
37,3.545089029
37,4.215628357
37,3.181818182
37,4.028985507
37,0
37,0
37,0
37,0
37,3.846153846
37,0
37,3.5
37,2
37,0
37,4.642857143
37,3.6
37,0
37,0
37,0
37,3.78125
37,0
37,0
37,0
37,4.057692308
37,4.75
37,3.967741935
37,0
37,4.191489362
37,3.652173913
37,3.619469027
37,3.423076923
37,4.315789474
37,3.5
38,3.978377362
38,4.095425868
38,4.093285653
38,3.85701107
38,3.851247601
38,4.532467532
38,0
38,4.368181818
38,4.264810849
38,3.716898428
38,4.25
38,4.133802817
38,4
38,0
38,0
38,4.444444444
38,3.806060606
38,0
38,0
38,3.613268608
38,3.842105263
38,4.102564103
38,4.074074074
38,4.328358209
38,3.857142857
38,3.7234375
38,3.860869565
38,3.721830986
38,4.833333333
38,0
38,4
39,4.304347826
39,4.2
39,0
39,0
39,0
39,0
39,0
39,3.25
39,4.714285714
39,0
39,0
39,4
39,0
39,0
39,0
39,5
40,0
40,0
40,0
41,0
41,3.070921986
41,3.413793103
41,4.092105263
41,4.092105263
41,0
42,0
43,0
43,0
43,0
43,0
43,0
43,0
43,4.208333333
43,0
43,4.375
43,0
43,4.428571429
43,0
43,0
43,4.4
43,3.954545455
43,3.5
43,4.454545455
43,0
43,3.6
43,4.255319149
43,0
43,4.384615385
43,0
43,4.195121951
43,4.146341463
43,4.129032258
43,0
43,3.8
43,3.5
43,0
43,4.333333333
43,5
43,0
43,0
43,0
43,0
43,0
43,3.5
43,0
43,4.416666667
43,0
43,0
43,0
43,0
44,4.1875
44,4.3
44,3.1875
45,0
46,4.2
46,0
46,0
46,0
46,0
46,0
46,0
46,0
46,0
46,0
46,0
46,0
46,0
46,0
46,0
46,0
47,0
47,0
47,0
47,0
47,0
47,0
47,0
47,0
47,0
47,0
47,0
47,0
47,0
48,4
48,4.25
48,0
48,3.666666667
48,4.727272727
48,0
48,0
48,0
48,4
48,0
48,0
48,3.642857143
48,0
48,4.545454545
48,4.8
49,3.307692308
50,3.977777778
50,4.2
50,4.512820513
50,4.297619048
50,3.642857143
50,3.555555556
50,4.238095238
50,4
50,3.962962963
50,4.366666667
50,3.857142857
50,3.5
50,4.666666667
50,3.896551724
50,0
50,3.28125
50,3.842105263
50,0
50,3.666666667
50,0
50,0
50,4
50,4.272727273
50,4.428571429
50,2.736842105
50,0
50,3.575757576
50,4.070175439
50,4.538461538
50,0
50,4.055555556
50,0
50,4.230769231
50,3.333333333
50,3.965517241
50,4.304347826
50,4.36
50,4.157894737
50,0
50,0
50,0
50,4.380952381
50,4.71875
50,4.454545455
50,3.631578947
50,4.170731707
50,3.911764706
50,0
50,0
50,4.5
50,3.6
50,0
50,3.7
50,4
50,4.2
50,0
50,0
50,0
50,4.666666667
50,4.239130435
50,4.222222222
50,4.5
50,4.386363636
50,4.236842105
50,4.2125
50,4.422222222
50,3.92327044
50,3.809917355
50,4.452380952
50,4.142857143
50,0
50,3.888888889
50,0
50,4.32
50,0
51,4.769230769
52,4.54887218
52,3.953125
52,0
52,0
52,0
52,0
52,4
52,0
52,5
52,5
52,0
52,0
52,0
52,0
52,4.571428571
52,0
52,0
52,4.166666667
52,0
52,0
52,0
52,0
52,0
52,0
52,0
52,0
52,5
52,0
52,0
52,4.416666667
52,4.818181818
52,0
52,4.375
52,0
52,0
52,4.444444444
52,0
52,4.346938776
53,0
53,4.304347826
53,0
53,4.833333333
53,3.692307692
53,0
53,0
53,4.6
53,0
53,0
53,0
53,4.277777778
53,0
53,4.444444444
53,0
53,0
53,2
53,0
53,4.2
53,4.230769231
53,4.1
53,0
53,4.833333333
53,0
53,0
53,0
53,0
53,0
53,3.4
53,4.5
53,0
53,0
53,3.5
53,4.333333333
53,3.4
53,0
53,3.777777778
53,0
53,0
53,0
53,0
53,0
53,0
53,0
53,3.666666667
53,0
53,3.5
53,2
53,4
53,3.2
53,0
53,0
53,0
53,4.333333333
53,0
53,0
53,0
53,0
53,0
53,4.25
53,0
53,0
53,3.222222222
53,0
53,0
53,0
53,0
53,0
53,0
53,0
53,0
53,0
53,3.166666667
53,0
54,0
55,4.484848485
55,4.444444444
56,4.071428571
57,0
57,0
57,0
57,0
57,0
57,0
57,0
57,0
57,0
57,4.538461538
57,0
57,0
57,3.6
57,0
57,0
57,4.636363636
57,4.2
57,3.8
57,0
57,0
57,4.75
57,0
57,0
57,0
57,0
57,0
57,0
58,0
58,4.428571429
58,4.25
58,4.714285714
58,4.65
59,4.375
60,0
60,0
60,0
60,0
61,3.8
61,0
61,0
61,0
61,0
61,0
61,0
61,0
62,0
62,0
62,0
62,3.666666667
62,4.666666667
62,5
62,0
62,0
62,0
62,0
62,0
62,0
62,0
63,4.289855072
64,3.066666667
65,3.977123107
66,4.21875
66,4.166666667
66,4.331994645
66,4.128
66,4.571428571
66,4.299465241
66,4.105263158
66,4.571573604
66,4.527272727
66,4.35125448
66,4.517022961
66,4.410958904
66,4.107744108
66,0
66,4.527272727
66,4.422619048
66,0
66,4.145454545
66,4.257142857
66,4.461538462
66,0
66,0
66,4.333333333
66,4.344827586
66,4.278846154
66,4.301104972
66,4.486111111
66,4.583333333
67,0
67,0
67,0
67,0
67,0
67,0
67,0
67,0
67,0
67,0
67,0
67,0
68,0
68,4.230769231
68,0
68,4
68,4.523809524
68,0
68,4.285714286
68,0
68,0
68,0
68,0
68,0
68,0
68,0
68,0
68,0
68,4.401960784
68,0
68,4.210526316
68,5
68,4.55
68,0
68,4.337899543
68,0
68,3.431818182
68,0
68,4.115384615
68,0
68,0
69,0
69,0
69,0
69,0
69,0
69,0
70,4.727272727
71,0
71,0
72,4
72,4.086956522
72,3.96
72,4.272727273
73,0
73,0
73,0
73,4.95
73,0
73,0
73,0
73,0
73,0
73,0
74,0
75,3.80952381
75,4.32
75,4.245864233
75,4.428571429
75,4.385487528
75,4.231191653
75,4.207964602
75,4.181818182
75,4.154185022
75,4.370165746
75,3.818181818
75,4.045454545
75,4.084249084
75,3.65
75,4.092243187
75,4.038961039
75,3.99122807
75,0
75,4.076846307
75,0
75,3.934285714
75,4.164444444
75,4.538461538
75,3.597222222
75,3.553571429
75,4.555555556
75,4.043052838
75,0
75,4.571428571
75,4.09618442
75,4.026315789
75,3.869565217
75,4.1875
75,3.6
75,3.765957447
75,4.258426966
75,4.125
75,4.083235639
75,4
75,0
75,3.955882353
75,3.444444444
75,4.175438596
75,3.263157895
75,3.623036649
75,4.040178571
75,0
75,4.487647059
75,4.182692308
75,3
75,0
75,0
75,4.535714286
75,3.975177305
75,3.058823529
75,4
75,4.315789474
75,3.857142857
75,4.102590674
75,3.552631579
75,3.982142857
75,4.25
75,4.222222222
75,4.077540107
75,3.956442831
75,4.08
75,4.117647059
75,3.936
75,3.696428571
75,4.430232558
75,4.722222222
75,3.583333333
75,3.928571429
75,4.6
75,3.526315789
75,4
75,3.788732394
75,0
75,4.846153846
75,3.909090909
75,4
75,4.285714286
75,4.265822785
75,3.428571429
75,3.964285714
75,0
75,3.833333333
75,0
75,0
75,4.111111111
75,4.571428571
75,3.961538462
75,3.8
75,3.685950413
75,4.571428571
75,5
75,3.952380952
75,3.0625
75,4.192771084
75,3.665338645
75,4
75,0
75,4.194444444
75,3.833333333
75,3.692307692
75,4.047401485
75,3.837920489
75,3.533333333
75,4.293275218
75,3.411764706
75,3.994791667
75,3.588607595
75,3.125
75,3.967741935
75,3.610738255
75,4.5
75,0
75,4.416666667
75,4.1875
75,3.861111111
75,3.25
75,3.904273504
75,0
75,3.757142857
75,4.230769231
75,4.258160237
75,4.028963415
75,3.567567568
75,3.653846154
75,3.759410802
75,0
75,4.229508197
75,0
75,4.25
75,4.266666667
75,3.686915888
75,4.489361702
75,4.157894737
75,0
75,3.673267327
75,0
75,4.409090909
75,4.444444444
75,4.25
75,3.941176471
75,4.363636364
75,3.8
75,4.818181818
75,4.416666667
75,3.966666667
75,0
75,0
75,4.285714286
75,3
75,3.86440678
75,3.930232558
75,3.815789474
75,4
75,3.625
75,4.047619048
75,3.857142857
75,4.150793651
75,4.527777778
75,4.48
75,4.181818182
75,4.409090909
75,4.053435115
75,0
75,3.647058824
75,0
75,4
75,4.428571429
75,0
75,0
75,4.333333333
75,4.125
75,3.788973384
75,4.113207547
75,0
75,3.392857143
75,3.476923077
75,4.411764706
75,2.857142857
75,3.724137931
75,0
75,4
75,3.714285714
75,3.792349727
75,3.666666667
75,0
75,0
75,0
75,4
75,3.585365854
75,4.344827586
75,0
75,0
75,3.583333333
75,3.125
75,0
76,4.407407407
76,0
77,4.239416058
77,4.026548673
77,4.53125
77,4.251141553
77,0
77,4.1
77,0
77,4.714285714
77,0
77,0
77,3.863636364
77,4.115384615
77,4.333333333
77,0
77,4.303370787
77,4.384615385
77,4.333333333
77,4.105263158
77,0
77,0
77,4.2
77,4.166666667
78,3.903225806
78,0
78,0
78,0
78,0
78,0
79,4.249084249
79,4.16152968
79,4.456140351
79,4.285094067
79,3.55721393
79,4.347490347
79,3.736111111
79,4.125
79,4.070058997
79,4
79,4.245349867
79,4.181219681
79,0
79,0
79,4.058823529
79,3.97260274
79,4.25
79,4.290821256
79,4.287474849
79,4.314551956
79,3.84
79,4.368618619
79,3.526315789
79,4.360674811
79,4
79,0
79,3.826086957
80,0
80,0
80,0
80,0
80,4.133333333
80,4.647058824
80,0
80,3.857142857
80,4.060606061
80,0
80,0
80,3.714285714
81,0
81,4.285714286
81,0
82,3.5
82,0
82,0
82,0
82,0
82,0
82,0
82,0
82,0
82,0
82,0
82,0
83,0
83,0
83,0
83,0
84,0
84,0
84,3.666666667
84,0
84,0
84,0
84,0
84,0
84,0
84,0
84,0
84,0
84,0
84,0
84,0
84,0
84,0
84,0
85,4.201680672
85,4.714285714
85,0
86,0
86,2.875
86,0
87,3.833333333
87,0
87,0
87,0
87,0
88,0
89,0
89,0
89,4
89,0
89,0
89,0
90,0
90,0
91,0
91,0
91,0
91,0
91,0
91,0
92,0
92,0
93,0
94,0
94,0
94,0
94,0
94,0
95,4.5281745
95,4.357034796
95,4.19
95,3.87037037
95,4.28226445
95,4.6
95,0
95,3.625
95,0
95,0
95,4.516129032
95,0
95,3.5
95,4
95,0
95,4
95,4.285714286
95,4.177631579
95,0
95,4.365482234
95,0
95,0
95,4.705882353
95,3.6
95,4.309027778
95,0
95,0
95,0
95,3.3
95,2.5
95,0
95,0
95,3.962962963
95,4.042553191
95,3.730769231
95,0
95,0
95,4.146341463
95,0
95,4.285714286
95,3.215686275
95,0
95,2.9375
95,4.583333333
95,4.391304348
95,4.246153846
95,4.5
95,3.266666667
95,3.125
95,3.857142857
95,0
95,3.318181818
95,4.407407407
95,4.1
95,0
95,3.99378882
95,3.371428571
95,0
95,3.333333333
95,4.083333333
95,0
95,4.256097561
95,4.504918033
95,3
95,0
95,0
95,4
95,0
95,4.230769231
95,0
95,2.9375
95,4.025210084
96,2.8
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
99,3.884872825
99,0
99,0
99,0
99,0
100,4.205980066
100,4.1875
100,4.384615385
100,0
100,3.947368421
100,3.846153846
100,4.666666667
100,4.638297872
100,4.269911504
100,4.777777778
100,3.666666667
100,3.6
100,4.357142857
100,4.242424242
100,0
100,4.294117647
100,3.992753623
100,4.125
100,4.090909091
100,3.892857143
100,4.193548387
100,3.785714286
100,4.037878788
100,0
100,4.25
100,0
100,0
100,0
100,3.25
100,0
100,0
101,0
102,0
102,0
103,4.166666667
103,4
103,0
104,0
104,0
104,4.818181818
104,0
104,0
104,4.153846154
104,5
104,4
104,3.833333333
104,4.333333333
104,0
104,0
104,4
104,0
104,0
104,0
105,0
105,0
105,0
105,0
105,0
105,0
105,0
105,0
106,4.249130435
106,4.338028169
106,4.027777778
106,4.428571429
106,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
108,0
108,2
109,0
110,0
111,0
111,0
111,0
111,0
111,0
111,0
111,0
111,0
111,0
111,0
112,0
112,0
112,4
112,0
112,0
113,0
114,0
114,0
114,0
114,0
114,4.321428571
115,0
115,0
116,0
116,0
117,0
117,0
117,0
117,0
117,4.1
117,0
117,0
117,0
117,0
118,0
118,0
118,0
119,3.615384615
119,3.857142857
119,0
119,0
119,0
119,5
119,0
119,0
119,0
119,0
119,0
119,0
119,0
119,0
119,5
119,4.235294118
119,4.055555556
119,4.727272727
120,0
120,0
120,0
120,0
120,0
121,0
122,3.816470588
122,3.800884956
122,2.894736842
122,3.543478261
122,0
122,0
122,0
122,0
122,1
122,3.851851852
122,0
122,0
122,0
122,3.333333333
122,0
122,0
122,0
122,2.714285714
122,0
122,0
122,0
122,3
122,0
122,0
122,3
122,0
122,0
122,3.5
122,3.833333333
122,3.764705882
122,0
122,0
122,3.43877551
122,0
122,0
122,0
122,0
122,0
122,0
122,0
122,0
122,0
122,4
122,0
122,0
122,0
122,0
122,0
122,0
122,1
122,0
122,0
122,0
122,0
122,0
122,0
122,0
122,0
122,0
122,0
122,0
122,2.5
122,3.666666667
122,0
122,4.05
122,0
122,3.6
122,0
122,3
122,0
122,0
122,0
122,0
122,0
122,3.6
122,4
122,0
122,0
122,3.846153846
122,0
122,0
122,3.869565217
123,0
123,0
123,0
123,0
123,0
123,0
123,0
123,0
123,0
123,0
123,0
123,3.909090909
123,0
123,0
123,3.5
123,2.4
124,0
124,4.25
124,4.0625
125,3.764705882
125,3.8
125,4.164556962
125,4.428571429
125,4.457446809
125,4.065868263
125,4.112612613
125,4.888888889
125,4.345588235
125,4.508333333
125,4.454545455
125,4.166417539
125,4.5
125,4.222222222
125,4.2
125,4.409395973
125,4.285714286
125,4.355871886
125,0
125,4.268656716
125,4.076923077
125,0
125,3.96
125,4.186956522
125,4.4
125,0
125,4
125,4.108695652
125,4.516262567
125,4.200218221
125,4.487804878
125,4.230769231
125,4.362204724
125,0
125,0
125,4.533333333
125,4.235294118
125,0
125,4.086206897
125,4.263888889
125,4.342105263
125,0
125,4.018867925
125,4.285714286
125,4.120401338
125,4.333333333
125,0
125,0
125,0
125,4.342857143
125,3.8125
125,4.294117647
125,0
125,4.166666667
125,4.176470588
125,0
125,4.512820513
125,0
125,0
125,4.272277228
125,4.607142857
125,3.615384615
125,4.291428571
125,0
125,4.2
125,0
125,4.833333333
125,4.275
125,4.01010101
125,4
125,4.294532628
125,4.180821918
125,4.64
125,3
126,0
126,4.5
126,0
126,2.666666667
127,4.55
127,0
127,0
127,0
127,0
128,0
128,0
128,0
128,0
128,0
128,0
128,0
128,4
129,0
129,0
130,4.857142857
130,0
130,0
131,4.268493151
131,3.83858899
131,4.161904762
131,4.01744186
131,3.982978723
131,4.339285714
131,4.120805369
131,4.083333333
131,3.677419355
131,3.830188679
131,3.475694444
131,3.93877551
131,3.6625
131,3.8
131,4.075471698
131,4.247747748
131,4.37037037
131,4.833333333
131,0
131,3.5
131,2.935483871
131,4.064516129
131,4.125
131,4.111111111
131,0
131,4.333333333
131,3.586206897
131,4.6
131,0
131,0
131,3.913043478
131,3.642857143
131,4.470588235
131,4.001818182
131,3.75
131,0
131,3.392638037
131,3.333333333
131,0
131,3.753768844
131,3.795454545
131,4.135775862
131,3.421052632
131,4.277059774
131,4.222222222
131,4.333333333
131,3.805555556
131,4.270833333
131,3.9
131,3.475694444
131,3.769230769
132,0
132,0
133,0
133,0
133,0
133,4.875
133,0
133,0
133,0
133,0
133,3.8
133,0
133,4.204081633
133,0
133,0
133,0
133,3.5
133,0
133,0
133,0
133,0
133,0
133,0
133,4.6
133,4.214285714
133,5
133,4.307692308
133,0
133,0
133,4.326923077
133,0
133,4.295081967
133,0
133,0
133,0
133,0
133,4.285714286
133,0
133,4.666666667
133,0
133,4.586206897
133,3.95
133,4.285714286
133,0
133,0
133,0
133,0
133,0
133,0
133,4.222222222
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,4.2
133,0
133,0
133,0
133,4.222222222
133,4.357142857
133,3.866666667
133,4.237288136
133,0
133,4.423076923
133,4.565217391
133,4.223880597
133,0
133,4.823529412
133,3.789473684
133,4.276595745
133,3.972789116
133,4.333333333
133,4.75
133,3.166666667
133,0
133,4.217391304
133,2.444444444
133,4.428571429
133,0
133,3.666666667
133,3.34375
133,0
133,0
133,4.166666667
133,4.5
133,3.402777778
133,2.555555556
133,0
133,0
133,4.166666667
133,3.875
133,3.95
133,4.373239437
133,0
133,4.166666667
133,0
133,4.75
133,0
133,0
133,0
133,4.5625
133,4.454545455
133,4.565217391
133,0
134,0
134,0
134,0
135,4.212701613
135,4.022900763
135,3.987341772
135,0
135,0
135,4.15625
135,4.1
135,3.833333333
135,0
135,3.179487179
135,4.875
135,4.166666667
135,3.571428571
135,0
135,3.783018868
135,0
135,4.129032258
135,0
135,0
135,0
135,0
135,0
135,0
135,0
135,0
135,0
135,0
135,0
135,0
135,0
136,0
136,3.760660248
136,3.813253012
136,3.762478485
136,4.048192771
136,3.666666667
136,0
136,0
136,4.285714286
136,4.5
136,3.866666667
136,3.428571429
136,4.368421053
136,3.882352941
137,4.254385965
138,0
138,0
138,0
138,0
139,4.428571429
139,0
140,4.583333333
141,4.209302326
141,0
141,3.357142857
141,3.894736842
141,0
141,0
141,0
141,0
141,0
141,0
141,3.428571429
142,0
142,0
142,0
142,0
143,0
143,0
144,0
144,0
144,0
145,3.578947368
146,0
146,4.339622642
146,0
146,0
146,0
146,3.857142857
146,0
146,3
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,2.5
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
147,0
