brand_id,brand_name,colour,avg_rating
57,american eagle outfitters,Brown,0
57,american eagle outfitters,Green,0
57,american eagle outfitters,Orange,0
57,american eagle outfitters,Navy Blue,0
57,american eagle outfitters,Yellow,0
57,american eagle outfitters,Off White,0
57,american eagle outfitters,Blue,4.538461538
57,american eagle outfitters,Red,0
57,american eagle outfitters,Grey,0
57,american eagle outfitters,Blue,3.6
57,american eagle outfitters,Blue,0
57,american eagle outfitters,Yellow,0
57,american eagle outfitters,Blue,4.636363636
57,american eagle outfitters,Blue,4.2
57,american eagle outfitters,Blue,3.8
57,american eagle outfitters,Blue,0
57,american eagle outfitters,Navy Blue,0
57,american eagle outfitters,Green,4.75
57,american eagle outfitters,Green,0
57,american eagle outfitters,Blue,0
57,american eagle outfitters,Cream,0
57,american eagle outfitters,Green,0
57,american eagle outfitters,Beige,0
57,american eagle outfitters,Blue,0
58,american eye,Pink,0
58,american eye,Purple,4.428571429
58,american eye,Navy Blue,4.25
58,american eye,Mustard,4.714285714
58,american eye,Teal,4.65
59,amiras indian ethnic wear,Turquoise Blue,4.375
60,amirtha fashion,Gold,0
60,amirtha fashion,Pink,0
60,amirtha fashion,Pink,0
60,amirtha fashion,Maroon,0
61,amrutam fab,Green,3.8
61,amrutam fab,Green,0
61,amrutam fab,Peach,0
61,amrutam fab,Grey,0
61,amrutam fab,Mustard,0
61,amrutam fab,Blue,0
61,amrutam fab,Cream,0
61,amrutam fab,Olive,0
62,amydus,Green,0
62,amydus,Black,0
62,amydus,Black,0
62,amydus,Black,3.666666667
62,amydus,Black,4.666666667
62,amydus,Pink,5
62,amydus,Black,0
62,amydus,Black,0
62,amydus,Red,0
62,amydus,Pink,0
62,amydus,Brown,0
62,amydus,Red,0
62,amydus,Black,0
63,an episode,Beige,4.289855072
64,anahi,Blue,3.066666667
65,anaisa,White,3.977123107
66,anayna,Maroon,4.21875
66,anayna,White,4.166666667
66,anayna,Black,4.331994645
66,anayna,Peach,4.128
66,anayna,Blue,4.571428571
66,anayna,Blue,4.299465241
66,anayna,Navy Blue,4.105263158
66,anayna,Blue,4.571573604
66,anayna,Maroon,4.527272727
66,anayna,Beige,4.35125448
66,anayna,Pink,4.517022961
66,anayna,White,4.410958904
66,anayna,Maroon,4.107744108
66,anayna,Pink,0
66,anayna,Maroon,4.527272727
66,anayna,Yellow,4.422619048
66,anayna,Beige,0
66,anayna,Cream,4.145454545
66,anayna,White,4.257142857
66,anayna,Purple,4.461538462
66,anayna,Red,0
66,anayna,Beige,0
66,anayna,Pink,4.333333333
66,anayna,Off White,4.344827586
66,anayna,Red,4.278846154
66,anayna,Green,4.301104972
66,anayna,Black,4.486111111
66,anayna,Black,4.583333333
67,ancestry,Pink,0
67,ancestry,White,0
67,ancestry,Pink,0
67,ancestry,Mustard,0
67,ancestry,Navy Blue,0
67,ancestry,Beige,0
67,ancestry,Maroon,0
67,ancestry,Pink,0
67,ancestry,Pink,0
67,ancestry,Grey,0
67,ancestry,Gold,0
67,ancestry,Pink,0
68,and,Red,0
68,and,Beige,4.230769231
68,and,Blue,0
68,and,Blue,4
68,and,Pink,4.523809524
68,and,Purple,0
68,and,Blue,4.285714286
68,and,Purple,0
68,and,Pink,0
68,and,Teal,0
68,and,White,0
68,and,Black,0
68,and,Black,0
68,and,Beige,0
68,and,Blue,0
68,and,Lime Green,0
68,and,Black,4.401960784
68,and,White,0
68,and,Blue,4.210526316
68,and,Blue,5
68,and,Brown,4.55
68,and,Blue,0
68,and,Burgundy,4.337899543
68,and,Green,0
68,and,Black,3.431818182
68,and,Blue,0
68,and,Black,4.115384615
68,and,White,0
68,and,Pink,0
69,anekaant,Coral,0
69,anekaant,Beige,0
69,anekaant,Off White,0
69,anekaant,Black,0
69,anekaant,Multi,0
69,anekaant,Multi,0
70,angel & rocket,Multi,4.727272727
71,angloindu,Black,0
71,angloindu,Yellow,0
72,ani,Blue,4
72,ani,Pink,4.086956522
72,ani,Pink,3.96
72,ani,Green,4.272727273
73,annabelle by pantaloons,Black,0
73,annabelle by pantaloons,Maroon,0
73,annabelle by pantaloons,Brown,0
73,annabelle by pantaloons,Beige,4.95
73,annabelle by pantaloons,Multi,0
73,annabelle by pantaloons,Blue,0
73,annabelle by pantaloons,Grey,0
73,annabelle by pantaloons,White,0
73,annabelle by pantaloons,Grey,0
73,annabelle by pantaloons,Yellow,0
74,anokherang,Copper,0
75,anouk,Black,3.80952381
75,anouk,Mauve,4.32
75,anouk,Yellow,4.245864233
75,anouk,Sea Green,4.428571429
75,anouk,Off White,4.385487528
75,anouk,Navy Blue,4.231191653
75,anouk,Peach,4.207964602
75,anouk,Navy Blue,4.181818182
75,anouk,Green,4.154185022
75,anouk,Black,4.370165746
75,anouk,Red,3.818181818
75,anouk,Red,4.045454545
75,anouk,Pink,4.084249084
75,anouk,Red,3.65
75,anouk,Beige,4.092243187
75,anouk,Pink,4.038961039
75,anouk,Teal,3.99122807
75,anouk,Pink,0
75,anouk,Red,4.076846307
75,anouk,Beige,0
75,anouk,Black,3.934285714
75,anouk,Mustard,4.164444444
75,anouk,Magenta,4.538461538
75,anouk,Pink,3.597222222
75,anouk,Maroon,3.553571429
75,anouk,Navy Blue,4.555555556
75,anouk,Purple,4.043052838
75,anouk,Maroon,0
75,anouk,Charcoal,4.571428571
75,anouk,Lime Green,4.09618442
75,anouk,Green,4.026315789
75,anouk,Pink,3.869565217
75,anouk,Purple,4.1875
75,anouk,Mustard,3.6
75,anouk,Orange,3.765957447
75,anouk,Blue,4.258426966
75,anouk,White,4.125
75,anouk,Black,4.083235639
75,anouk,Maroon,4
75,anouk,Pink,0
75,anouk,Charcoal,3.955882353
75,anouk,Red,3.444444444
75,anouk,Pink,4.175438596
75,anouk,Red,3.263157895
75,anouk,Black,3.623036649
75,anouk,Green,4.040178571
75,anouk,Yellow,0
75,anouk,Blue,4.487647059
75,anouk,Navy Blue,4.182692308
75,anouk,Turquoise Blue,3
75,anouk,Black,0
75,anouk,Blue,0
75,anouk,Blue,4.535714286
75,anouk,Purple,3.975177305
75,anouk,Brown,3.058823529
75,anouk,White,4
75,anouk,Black,4.315789474
75,anouk,Red,3.857142857
75,anouk,Rust,4.102590674
75,anouk,Mustard,3.552631579
75,anouk,Green,3.982142857
75,anouk,Pink,4.25
75,anouk,Pink,4.222222222
75,anouk,White,4.077540107
75,anouk,Blue,3.956442831
75,anouk,Cream,4.08
75,anouk,Navy Blue,4.117647059
75,anouk,Maroon,3.936
75,anouk,Mustard,3.696428571
75,anouk,Red,4.430232558
75,anouk,White,4.722222222
75,anouk,Purple,3.583333333
75,anouk,Maroon,3.928571429
75,anouk,Red,4.6
75,anouk,Maroon,3.526315789
75,anouk,Pink,4
75,anouk,Purple,3.788732394
75,anouk,Turquoise Blue,0
75,anouk,Turquoise Blue,4.846153846
75,anouk,Blue,3.909090909
75,anouk,Mustard,4
75,anouk,Navy Blue,4.285714286
75,anouk,Grey,4.265822785
75,anouk,Green,3.428571429
75,anouk,Teal,3.964285714
75,anouk,Multi,0
75,anouk,Red,3.833333333
75,anouk,Rust,0
75,anouk,Blue,0
75,anouk,Pink,4.111111111
75,anouk,Sea Green,4.571428571
75,anouk,Mustard,3.961538462
75,anouk,Red,3.8
75,anouk,Black,3.685950413
75,anouk,Multi,4.571428571
75,anouk,Black,5
75,anouk,Pink,3.952380952
75,anouk,Maroon,3.0625
75,anouk,Blue,4.192771084
75,anouk,Purple,3.665338645
75,anouk,Red,4
75,anouk,Maroon,0
75,anouk,Mustard,4.194444444
75,anouk,Pink,3.833333333
75,anouk,Blue,3.692307692
75,anouk,Navy Blue,4.047401485
75,anouk,Pink,3.837920489
