brand_id,brand_name,p_id,name,price,colour,rating_Count,avg_rating
28,adeesha,18787430,ADEESHA Women Turquoise Blue Printed Empire Gotta Patti Kurti with Palazzos,2999,Turquoise Blue,0,0
29,adidas,18516798,ADIDAS Women Navy Blue Marathon 20 Colourblocked Running Shorts,2499,Navy Blue,0,0
29,adidas,16995282,ADIDAS Women Black & Yellow Run Fast Flower Print Shorts,2999,Black,0,0
29,adidas,15743742,ADIDAS Women Black Solid Essential Insulated Vest Sporty Jacket,3999,Black,13,4.384615385
30,adidas originals,18515980,ADIDAS Originals Women Blue Graphic Pure Cotton Brand Logo Printed Sweatshirt,5999,Blue,0,0
31,aditi wasan,13817554,Aditi Wasan Women Blue & Mustard Yellow Floral Printed A-Line Mini Skirt,1499,Blue,0,0
32,adiva,2162657,ADIVA Girls Teal Blue & Beige Woven Design Kurta Set with Dupatta,3999,Teal,8,3.75
32,adiva,15404562,ADIVA Girls Peach-Coloured Knitted Palazzos,499,Peach,20,3.85
32,adiva,13607994,ADIVA Girls Maroon & Beige Solid Ready to Wear Lehenga & Blouse with Dupatta,2499,Maroon,0,0
33,adobe,16326514,Adobe Women Black Lightweight Padded Jacket,4349,Black,0,0
33,adobe,16326512,Adobe Women Blue Lightweight Padded Detachable Hooded Jacket,5899,Blue,0,0
34,aeropostale,18004440,Aeropostale Women Black Printed Hooded Sweatshirt,2499,Black,0,0
34,aeropostale,18004438,Aeropostale Women Yellow Printed Hooded Sweatshirt,2499,Yellow,0,0
34,aeropostale,13718758,Aeropostale Women Blue Regular Fit Mid-Rise Mildly Distressed Stretchable Jeans,2799,Blue,18,4
34,aeropostale,17980850,Aeropostale Women White Sweatshirt,2499,White,0,0
34,aeropostale,17980842,Aeropostale Women Blue Sweatshirt,2499,Blue,0,0
35,aesthetic bodies,15642616,Aesthetic Bodies Women Black Cotton Sweatshirt,1299,Black,0,0
35,aesthetic bodies,18242456,Aesthetic Bodies Women Pink & Grey Tie & Dye Pure Cotton Co-ords,2999,Pink,0,0
35,aesthetic bodies,15785752,Aesthetic Bodies Purple & White Dyed Co-Ords,3290,Purple,0,0
35,aesthetic bodies,15785746,Aesthetic Bodies Women Yellow & White Dyed Pure Cotton Co-Ords,3290,Yellow,0,0
36,agil athletica,12918452,AGIL ATHLETICA Women Black Solid Sporty Jacket,3398,Black,5,4.6
36,agil athletica,12918478,AGIL ATHLETICA Women Navy Blue & Red Colourblocked Tailored Jacket,3998,Navy Blue,0,0
36,agil athletica,12918438,AGIL ATHLETICA Women Navy Blue & Green Colourblocked Bomber,4398,Navy Blue,0,0
36,agil athletica,12918444,AGIL ATHLETICA Women Olive Green Solid Tailored Jacket,3098,Olive,0,0
36,agil athletica,12918434,AGIL ATHLETICA Women Orange Striped Bomber,3698,Orange,0,0
36,agil athletica,13029490,AGIL ATHLETICA Women Taupe Colourblocked Lightweight Padded Jacket,4350,Taupe,0,0
36,agil athletica,15730234,AGIL ATHLETICA Women Red Geometric Lightweight Tailored Jacket,3499,Red,5,4.8
36,agil athletica,15730222,AGIL ATHLETICA Women Multicoloured Floral Lightweight Bomber Jacket,4599,Multi,0,0
36,agil athletica,15730238,AGIL ATHLETICA Women Black Lightweight Bomber Jacket,3398,Black,0,0
36,agil athletica,15730218,AGIL ATHLETICA Women Lavender Lightweight Sporty Jacket,3398,Lavender,3,5
36,agil athletica,16521056,AGIL ATHLETICA Women Grey & Black Self-Design Bomber Jacket,3499,Grey,0,0
36,agil athletica,15730232,AGIL ATHLETICA Women Multicoloured Lightweight Crop Tailored Jacket,4599,Multi,0,0
36,agil athletica,15730230,AGIL ATHLETICA Women Navy Blue & Red Colourblocked Tailored Jacket,4599,Navy Blue,0,0
36,agil athletica,12918458,AGIL ATHLETICA Women Green Solid Hooded Sweatshirt,3798,Green,0,0
36,agil athletica,13176344,AGIL ATHLETICA Women Beige & Maroon Colourblocked Velour Sweatshirt,3199,Beige,0,0
36,agil athletica,14211124,AGIL ATHLETICA Women Navy Blue Solid Regular Fit Sports Shorts,2598,Navy Blue,0,0
37,ahalyaa,14951330,Ahalyaa Women Beige Floral Printed Regular Gotta Patti Kurta with Palazzos & With Dupatta,6000,Beige,1741,3.545089029
37,ahalyaa,12246214,Ahalyaa Women Maroon & Gold Printed Kurti with Sharara & Dupatta,5504,Maroon,3724,4.215628357
37,ahalyaa,18859760,Ahalyaa Women Black Floral Pleated Pure Cotton Kurti with Trousers,5500,Black,11,3.181818182
37,ahalyaa,11807988,Ahalyaa Women White & Teal Green Ethnic Printed Asymmetric Tunic,2210,White,69,4.028985507
37,ahalyaa,17716154,Ahalyaa Women Charming Maroon Printed Top to Toe Fusion Jumpsuit,2750,Maroon,0,0
37,ahalyaa,11807980,Ahalyaa Women Red & White Printed Pure Cotton Top,1074,Red,0,0
37,ahalyaa,16694444,Ahalyaa Women Cream Solid Top with Printed Skirt with Ruffle Details,4800,Cream,0,0
37,ahalyaa,18851398,Ahalyaa Women Stunning Black Printed Desi Girl Jumpsuit,6100,Black,0,0
37,ahalyaa,13581438,Ahalyaa Women Off-White Silver Printed Cotton Tunic,2550,Off White,26,3.846153846
37,ahalyaa,13581436,Ahalyaa Women Grey & Silver Printed Tiered Tunic,2850,Grey,0,0
37,ahalyaa,16613496,Ahalyaa Black & Gold-Toned Printed Basic Jumpsuit,2950,Black,6,3.5
37,ahalyaa,12595490,Ahalyaa Women Rust Orange & Golden Printed One Sleeve Asymmetric Layered Tunic,1890,Rust,5,2
